accessLevel,description,format,frequency,identifier,modified,title,webService,accessURL,created,feed,keyword,releaseDate,theme,distribution/0/accessURL,distribution/0/formats/0/label,distribution/0/formats/0/value,distribution/1/accessURL,distribution/1/formats/0/label,distribution/1/formats/0/value,distribution/2/accessURL,distribution/2/formats/0/label,distribution/2/formats/0/value,distribution/3/accessURL,distribution/3/formats/0/label,distribution/3/formats/0/value,distribution/4/accessURL,distribution/4/formats/0/label,distribution/4/formats/0/value,distribution/5/accessURL,distribution/5/formats/0/label,distribution/5/formats/0/value,keywords/0,keywords/1,keywords/2,keywords/3,keywords/4,keywords/5,keywords/6,keywords/7,keywords/8,keywords/9,keywords/10,keywords/11,keywords/12,keywords/13,keywords/14,keywords/15,keywords/16,keywords/17,keywords/18,keywords/19,keywords/20,keywords/21,keywords/22,keywords/23,keywords/24,keywords/25,keywords/26,keywords/27,keywords/28,keywords/29,keywords/30,keywords/31,keywords/32,keywords/33,keywords/34,keywords/35,keywords/36,keywords/37,keywords/38,keywords/39,keywords/40,keywords/41,keywords/42,keywords/43,keywords/44,keywords/45,keywords/46,keywords/47,keywords/48,keywords/49,keywords/50,keywords/51,keywords/52,keywords/53,keywords/54,keywords/55,keywords/56,keywords/57,keywords/58,keywords/59,keywords/60,keywords/61,keywords/62,keywords/63,keywords/64,keywords/65,keywords/66,keywords/67,keywords/68,keywords/69,keywords/70,keywords/71,keywords/72,keywords/73,keywords/74,keywords/75,keywords/76,keywords/77,keywords/78,keywords/79,keywords/80,keywords/81,keywords/82,keywords/83,keywords/84
Public,Demographic statistics broken down by assembly districts,text/csv,,2t32-hbca,2013-11-24,Assembly District Breakdowns,https://data.cityofnewyork.us/resource/2t32-hbca,https://data.cityofnewyork.us/api/views/2t32-hbca/rows.csv?accessType=DOWNLOAD,2011-07-27,https://data.cityofnewyork.us/api/views/2t32-hbca/rows.rss,"boundary,assembly,district,community,demography,demographic,statistic,youth,development,lifelong learning",2011-07-27,City Government,https://data.cityofnewyork.us/api/views/2t32-hbca/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/2t32-hbca/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/2t32-hbca/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/2t32-hbca/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/2t32-hbca/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/2t32-hbca/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,boundary,assembly,district,community,demography,demographic,statistic,youth,development,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,The Multi Agency Permits dataset contains the permits data from two different data sources/exchanges – DOB Jobs Permits and DOHMH Permits,text/csv,,xfyi-uyt5,2014-02-20,Multi Agency Permits,https://data.cityofnewyork.us/resource/xfyi-uyt5,https://data.cityofnewyork.us/api/views/xfyi-uyt5/rows.csv?accessType=DOWNLOAD,2013-06-11,https://data.cityofnewyork.us/api/views/xfyi-uyt5/rows.rss,"moda,multi agency permits,dob jobs permits,dohmh permits,jobs permits,permits,dob,dohmh",2013-06-11,City Government,https://data.cityofnewyork.us/api/views/xfyi-uyt5/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/xfyi-uyt5/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/xfyi-uyt5/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/xfyi-uyt5/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/xfyi-uyt5/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/xfyi-uyt5/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,moda,multi agency permits,dob jobs permits,dohmh permits,jobs permits,permits,dob,dohmh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,This list contains information on approved event applications that will occur within the next month. Please note that Permitted Film Events only reflect those permits which will impact one or more streets for at least five days.,text/csv,,tvpp-9vvx,2014-02-20,NYC Permitted Event Information,https://data.cityofnewyork.us/resource/tvpp-9vvx,https://data.cityofnewyork.us/api/views/tvpp-9vvx/rows.csv?accessType=DOWNLOAD,2013-11-06,https://data.cityofnewyork.us/api/views/tvpp-9vvx/rows.rss,"event,to do,activity,park,block party,festival,nyc permitted event information,otm,office of the mayor",2013-11-06,City Government,https://data.cityofnewyork.us/api/views/tvpp-9vvx/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/tvpp-9vvx/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/tvpp-9vvx/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/tvpp-9vvx/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/tvpp-9vvx/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/tvpp-9vvx/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,event,to do,activity,park,block party,festival,nyc permitted event information,otm,office of the mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,This dataset includes the daily number of families and individuals residing in the Department of Homeless Services (DHS) shelter system and the daily number of families applying to the DHS shelter system.,text/csv,,k46n-sa2m,2014-02-20,DHS Daily Report,https://data.cityofnewyork.us/resource/k46n-sa2m,https://data.cityofnewyork.us/api/views/k46n-sa2m/rows.csv?accessType=DOWNLOAD,2013-08-22,https://data.cityofnewyork.us/api/views/k46n-sa2m/rows.rss,"dhs,homeless,daily,report",2013-08-22,Social Services,https://data.cityofnewyork.us/api/views/k46n-sa2m/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/k46n-sa2m/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/k46n-sa2m/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/k46n-sa2m/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/k46n-sa2m/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/k46n-sa2m/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,dhs,homeless,daily,report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,A list of permits issued for a particular day and associated data. Prior weekly and monthly reports are archived at DOB and are not available on NYC Open Data.,text/csv,,ipu4-2q9a,2014-02-20,DOB Permit Issuance,https://data.cityofnewyork.us/resource/ipu4-2q9a,https://data.cityofnewyork.us/api/views/ipu4-2q9a/rows.csv?accessType=DOWNLOAD,2013-04-18,https://data.cityofnewyork.us/api/views/ipu4-2q9a/rows.rss,"permit,dob,buildings",2013-04-18,Housing & Development,https://data.cityofnewyork.us/api/views/ipu4-2q9a/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/ipu4-2q9a/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/ipu4-2q9a/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/ipu4-2q9a/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/ipu4-2q9a/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/ipu4-2q9a/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,permit,dob,buildings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,An overview of sites across the five boroughs where construction activity has come to an abrupt halt. Prior weekly reports are archived at DOB and are not available on NYC Open Data.,text/csv,,i296-73x5,2014-02-20,DOB Stalled Construction Sites,https://data.cityofnewyork.us/resource/i296-73x5,https://data.cityofnewyork.us/api/views/i296-73x5/rows.csv?accessType=DOWNLOAD,2013-04-18,https://data.cityofnewyork.us/api/views/i296-73x5/rows.rss,"stalled construction sites,dob,buildings",2013-04-18,Housing & Development,https://data.cityofnewyork.us/api/views/i296-73x5/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/i296-73x5/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/i296-73x5/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/i296-73x5/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/i296-73x5/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/i296-73x5/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,stalled construction sites,dob,buildings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,A list of complaints received and associated data. Prior monthly reports are archived at DOB and are not available on NYC Open Data.,text/csv,,eabe-havv,2014-02-20,DOB Complaints Received,https://data.cityofnewyork.us/resource/eabe-havv,https://data.cityofnewyork.us/api/views/eabe-havv/rows.csv?accessType=DOWNLOAD,2013-04-18,https://data.cityofnewyork.us/api/views/eabe-havv/rows.rss,"complaints,dob,buildings",2013-04-18,Housing & Development,https://data.cityofnewyork.us/api/views/eabe-havv/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/eabe-havv/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/eabe-havv/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/eabe-havv/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/eabe-havv/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/eabe-havv/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,complaints,dob,buildings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,A list of cellular antenna filings and associated data. Prior weekly reports are archived at DOB and are not available on NYC Open Data.,text/csv,,iz2q-9x8d,2014-02-20,DOB Cellular Antenna Filings,https://data.cityofnewyork.us/resource/iz2q-9x8d,https://data.cityofnewyork.us/api/views/iz2q-9x8d/rows.csv?accessType=DOWNLOAD,2013-04-18,https://data.cityofnewyork.us/api/views/iz2q-9x8d/rows.rss,"cellular antenna,dob,buildings",2013-04-18,Housing & Development,https://data.cityofnewyork.us/api/views/iz2q-9x8d/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/iz2q-9x8d/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/iz2q-9x8d/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/iz2q-9x8d/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/iz2q-9x8d/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/iz2q-9x8d/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,cellular antenna,dob,buildings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,This list contains information on the status of current medallion vehicles authorized to operate in New York City.,text/csv,,rhe8-mgbb,2014-02-20,Medallion  Vehicles - Authorized,https://data.cityofnewyork.us/resource/rhe8-mgbb,https://data.cityofnewyork.us/api/views/rhe8-mgbb/rows.csv?accessType=DOWNLOAD,2013-03-01,https://data.cityofnewyork.us/api/views/rhe8-mgbb/rows.rss,"taxi,taxicab,tlc,limousine,taxi driver,medallion,taxi license,driver",2013-03-01,Transportation,https://data.cityofnewyork.us/api/views/rhe8-mgbb/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/rhe8-mgbb/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/rhe8-mgbb/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/rhe8-mgbb/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/rhe8-mgbb/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/rhe8-mgbb/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,taxi,taxicab,tlc,limousine,taxi driver,medallion,taxi license,driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,This list contains lost item contact information on  bases that are affiliated with TLC SHL/Boro and Yellow Medallion Taxicabs.,text/csv,,dg7a-jiz2,2014-02-20,Lost Property Contact Information,https://data.cityofnewyork.us/resource/dg7a-jiz2,https://data.cityofnewyork.us/api/views/dg7a-jiz2/rows.csv?accessType=DOWNLOAD,2014-01-09,https://data.cityofnewyork.us/api/views/dg7a-jiz2/rows.rss,"taxi,yellow cab,shl,boro taxi,medallion,green cabs,green taxi",2014-01-09,Transportation,https://data.cityofnewyork.us/api/views/dg7a-jiz2/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/dg7a-jiz2/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/dg7a-jiz2/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/dg7a-jiz2/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/dg7a-jiz2/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/dg7a-jiz2/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,taxi,yellow cab,shl,boro taxi,medallion,green cabs,green taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,This list contains information on the status of current medallion drivers who had completed Passenger Assistance Training.,text/csv,,td5q-ry6d,2014-02-20,Medallion Drivers – Passenger Assistance Trained,https://data.cityofnewyork.us/resource/td5q-ry6d,https://data.cityofnewyork.us/api/views/td5q-ry6d/rows.csv?accessType=DOWNLOAD,2013-03-01,https://data.cityofnewyork.us/api/views/td5q-ry6d/rows.rss,"taxi,taxicab,tlc,limousine,taxi driver,medallion,taxi license,driver",2013-03-01,Transportation,https://data.cityofnewyork.us/api/views/td5q-ry6d/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/td5q-ry6d/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/td5q-ry6d/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/td5q-ry6d/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/td5q-ry6d/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/td5q-ry6d/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,taxi,taxicab,tlc,limousine,taxi driver,medallion,taxi license,driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,This list contains the most recently published active  medallion drivers list. This is a list of licensees who are currently authorized to operate NYC TLC licensed Taxicabs. The old data set is no longer being updated but can be accessed from the link given below to access data from 03/07/2013 through 01/04/2014 https://data.cityofnewyork.us/Transportation/Medallion-Drivers-Active/n776-dsqy. A new Change Log containing changes in status from 10/28/2013 onwards can be found at https://data.cityofnewyork.us/Transportation/TLC-MEDALLION-ACTIVE-Historical-Data/sjfe-fppp,text/csv,,jb3k-j3gp,2014-02-20,Medallion Drivers - Active,https://data.cityofnewyork.us/resource/jb3k-j3gp,https://data.cityofnewyork.us/api/views/jb3k-j3gp/rows.csv?accessType=DOWNLOAD,2013-12-26,https://data.cityofnewyork.us/api/views/jb3k-j3gp/rows.rss,"taxi,taxicab,tlc,limousine,taxi driver,medallion,taxi license,driver",2013-12-26,Transportation,https://data.cityofnewyork.us/api/views/jb3k-j3gp/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/jb3k-j3gp/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/jb3k-j3gp/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/jb3k-j3gp/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/jb3k-j3gp/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/jb3k-j3gp/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,taxi,taxicab,tlc,limousine,taxi driver,medallion,taxi license,driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"This list contains information on medallion vehicles that are currently inactive. The reason codes for an inactive medallion status are as follows: OOB for Out of Business, PEN for Pending, REV for Revoked, STO for In Storage and SUS for Suspended (Note: Reason for Suspension is also supplied).",text/csv,,jgtb-hmpg,2014-02-20,Medallion Vehicles - Inactive,https://data.cityofnewyork.us/resource/jgtb-hmpg,https://data.cityofnewyork.us/api/views/jgtb-hmpg/rows.csv?accessType=DOWNLOAD,2013-05-17,https://data.cityofnewyork.us/api/views/jgtb-hmpg/rows.rss,"taxi,taxicab,tlc,limousine,taxi driver,medallion,taxi license,driver,taxi suspension,suspended taxi,authorized taxi vehicle,nyc tlc taxi,inactive taxi",2013-05-17,Transportation,https://data.cityofnewyork.us/api/views/jgtb-hmpg/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/jgtb-hmpg/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/jgtb-hmpg/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/jgtb-hmpg/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/jgtb-hmpg/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/jgtb-hmpg/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,taxi,taxicab,tlc,limousine,taxi driver,medallion,taxi license,driver,taxi suspension,suspended taxi,authorized taxi vehicle,nyc tlc taxi,inactive taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"New York City Results on the New York State Mathematics Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
In 2006, NYSED treated District 75 students as a distinct geographic district. For 2007-2011, District 75 students are represented in their home districts and boroughs. Spreadsheets for District and Borough do not include District 75 students in 2006.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.

Rows are suppressed (noted with ‘s’) if the number of tested students was 5 or fewer. 
Prior to 2011, the mean scale scores for ‘All Grades’ were not calculated.",text/csv,,vdbc-pyc9,2014-02-19,NYS Math Test Results By Grade 2006-2011 - School Level - By Disability Status,https://data.cityofnewyork.us/resource/vdbc-pyc9,https://data.cityofnewyork.us/api/views/vdbc-pyc9/rows.csv?accessType=DOWNLOAD,2011-10-06,https://data.cityofnewyork.us/api/views/vdbc-pyc9/rows.rss,"lifelong learning,nys math test results by grade 2006-2011 - school level - by disability status,math,grades",2011-10-06,Education,https://data.cityofnewyork.us/api/views/vdbc-pyc9/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/vdbc-pyc9/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/vdbc-pyc9/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/vdbc-pyc9/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/vdbc-pyc9/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/vdbc-pyc9/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,lifelong learning,nys math test results by grade 2006-2011 - school level - by disability status,math,grades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,This dataset contains current job postings available on the  City of New York’s official jobs site (http://www.nyc.gov/html/careers/html/search/search.shtml).  Internal postings available to city employees and external postings available to the general public are included.,text/csv,,kpav-sd4t,2014-02-18,NYC Jobs,https://data.cityofnewyork.us/resource/kpav-sd4t,https://data.cityofnewyork.us/api/views/kpav-sd4t/rows.csv?accessType=DOWNLOAD,2013-04-18,https://data.cityofnewyork.us/api/views/kpav-sd4t/rows.rss,"career,vacancy,posting,job posting,employment,employment opportunities,jobs,nycaps,nycaps careers,hiring,job search,nyc jobs",2013-04-18,Business,https://data.cityofnewyork.us/api/views/kpav-sd4t/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/kpav-sd4t/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/kpav-sd4t/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/kpav-sd4t/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/kpav-sd4t/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/kpav-sd4t/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,career,vacancy,posting,job posting,employment,employment opportunities,jobs,nycaps,nycaps careers,hiring,job search,nyc jobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
